text,quote,reply,retweet,favorit,lang,user_id,conversation_id,username,url
@Gus_Raharjo anak muda yg ambisi itu bagus tapi tau tempat juga lah! jgn buat negara malah coba-coba ・ kacau Gibran Cawapres Boneka,0,0,0,0,in,2758924991,1.72E+18,akupaf,"https://twitter.com/akupaf/status/1722651961852669967"""
@Melihat_Indo Gibran Cawapres Boneka bikin miris aja. Konstitusi diinjak-injak netralitas pemilu diabaikan. Jokowi ini bukan cara untuk melanjutkan sejarah kepemimpinan yang baik.,0,0,0,0,in,1.70E+18,1.72E+18,josee17th,"https://twitter.com/josee17th/status/1722651863026446839"""
@Melihat_Indo Konstitusi dicampakkan demi Gibran Cawapres Boneka. Serius deh ini kayak drama politik yang gak masuk akal. Udah kayak telenovela tapi bukan romantis malah tragis.,0,0,0,0,in,8.90E+17,1.72E+18,caps_loghs,"https://twitter.com/caps_loghs/status/1722651721435169013"""
@Gus_Raharjo dengan dramatis dan kontroversial. Aku tidak tahu apakah harus tertawa atau khawatir dengan perjalanan Gibran. Politik ala Gibran: bukan ide tapi dramatisasi masalah.  Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,mbul90001,"https://twitter.com/mbul90001/status/1722651655278375330"""
@Gus_Raharjo Menghalalkan sgala utk suatu jabatan bgini biasanya stlh dilantik ya pasti balik modal dlu donk.. Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,Dinda10009,"https://twitter.com/Dinda10009/status/1722651554157895786"""
@Gus_Raharjo salut bgt aku sama mas gibran penuh masalah &amp  dra tapi tetep kekeuh maju ・ Gibran Cawapres Boneka,0,0,0,0,in,2757422237,1.72E+18,akueap,"https://twitter.com/akueap/status/1722651551163097235"""
@Gus_Raharjo @iBoboiboyy harusnya dengan ini rakyat bisa tebuka dan berhati hati dalam memilih pemimpin mereka dan jangan bodoh setelah di bohongi dengan kecurangan dan kelicikan nya tp masih memilih seorang licik dalam berpolitik  Gibran Cawapres Boneka,0,0,0,1,in,1.70E+18,1.72E+18,supermen_sal,"https://twitter.com/supermen_sal/status/1722651475552399492"""
@Gus_Raharjo belum bisa dipercaya  krna masih banyak bekal yg harus dibawa nantinya  dan sekarang malah Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,bayu87503212,"https://twitter.com/bayu87503212/status/1722651470376628663"""
@Gus_Raharjo Pasaribu yang menyebut putusan batas usia capres-cawapres mengonfirmasi skenario terakhir menciptakan 窶歪alon boneka窶・di Pemilu 2024. Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,read10002,"https://twitter.com/read10002/status/1722651369532993866"""
@Gus_Raharjo Gibran Cawapres Boneka nyatanya bener-bener beda dari politisi-politisi pada umumnya. Dia kayaknya mikir Gagasan mah biasa yang penting masalah. Biar greget! Ini politik atau acara horor ya?,0,0,0,0,in,8.90E+17,1.72E+18,starehayes,"https://twitter.com/starehayes/status/1722651344123941363"""
@yusuf_dumdum Emang pak Ganjar terbaik sih  Gibran Cawapres Boneka,0,0,0,0,in,1.55E+18,1.72E+18,sfkjjk,"https://twitter.com/sfkjjk/status/1722651339812217082"""
@Gus_Raharjo dengan membawa masalah jadi sangat mungkin dalam perjalanan lain nya akan menciptakan banyak masalah lainnya pula karna kita tau orang2 ini tidak jujur Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,zaky5666,"https://twitter.com/zaky5666/status/1722651280718647598"""
@Gus_Raharjo baru kali loh aku heran sama pilpres ・ penuh drama &amp  ketidakadilan  Gibran Cawapres Boneka,0,0,0,0,in,2759133910,1.72E+18,abangsirius_,"https://twitter.com/abangsirius_/status/1722651267607261684"""
@Gus_Raharjo Fenomena ini sungguh menyayat hati kami rakyat Indonesia yang sangat Pro demokrasi bagaimana tidak putusan MK saja bisa di pengaruhi &amp  Ketua nya diberhentikan sehingga kata-kata Gibran Cawapres Boneka seperti hal yang akan lumrah di dengar sampai akhir.,0,0,0,0,in,1.72E+18,1.72E+18,JoeSilit72603,"https://twitter.com/JoeSilit72603/status/1722651225957835092"""
@Gus_Raharjo Gibran Cawapres Boneka mungkin dia belajar kampanye dari acara talk show. Pak Prabowo kalo misalnya menang Pilpres masalah pertama yang akan gue hadapi itu masalah belanja bulanan gimana menurut bapak? Politik ala supermarket.,0,0,0,0,in,7.85E+17,1.72E+18,kaorirenas,"https://twitter.com/kaorirenas/status/1722651219368476717"""
@Gus_Raharjo Dan akhirnya Baru tersadarkan selama ini hanya membela orang yang salah. Jika Jokowi netral harusnya malu Gibran Cawapres Boneka.,0,0,0,0,in,1.60E+18,1.72E+18,ReniNita12,"https://twitter.com/ReniNita12/status/1722651188112629860"""
@Melihat_Indo Seolahﾂｲ sang bpk pun membenarkan kl Gibran Cawapres Boneka,0,0,0,0,in,1.47E+18,1.72E+18,shalsabila_alfa,"https://twitter.com/shalsabila_alfa/status/1722651154650431746"""
@Gus_Raharjo Gibran Cawapres Boneka ini bener-bener jadi sensasi. Nggak pamer gagasan malah pamer masalah. Eh tapi mungkin dia punya ide Bagaimana caranya jadi presiden tanpa punya ide?,0,0,0,0,in,1.70E+18,1.72E+18,reenadeery,"https://twitter.com/reenadeery/status/1722651101164626191"""
@Gus_Raharjo lihat lah rakyat harus buka mata lebar lebat tentang hal ini seorang yg akan menjadi pemimpin mereka skrg modal hubungan darah/keluarga dan tidak ada keringat sama sekali untuk memimpin kalian  Gibran Cawapres Boneka,0,0,0,0,in,1.70E+18,1.72E+18,iBoboiboyy,"https://twitter.com/iBoboiboyy/status/1722651081724084517"""
@Gus_Raharjo Cocok. Harus pamer gagasan ide dan prestasi. Gibran Cawapres Boneka terbukti hasil cawe2,0,0,0,0,in,1.70E+18,1.72E+18,jovani_iba56883,"https://twitter.com/jovani_iba56883/status/1722651046978425320"""
@Gus_Raharjo Nonton debat Pilpres 2024 pasti seru. Gibran Cawapres Boneka bisa aja nanya Pak Sandi punya masalah apa yang bisa bikin ribut-ribut biar asik? Politik beneran atau bukan ini udah kayak acara komedi.,0,0,0,0,in,1.70E+18,1.72E+18,rinnyrian,"https://twitter.com/rinnyrian/status/1722650981488542117"""
@Gus_Raharjo Banyak yg ngatain Gibran Cawapres Boneka   kek gitu malu ga sih,0,0,0,0,in,1.47E+18,1.72E+18,shalsabila_alfa,"https://twitter.com/shalsabila_alfa/status/1722650856162787452"""
@Gus_Raharjo Baiknya Gibran Cawapres Boneka undur saja. Masih bisa bangun karir,0,0,0,0,in,1.70E+18,1.72E+18,KimberlyHu61587,"https://twitter.com/KimberlyHu61587/status/1722650815910068666"""
@Gus_Raharjo Jangan heran kalo Gibran Cawapres Boneka jadi kontroversi emang dari awal udah pake strategi masalah is the new black. Kita nunggu aja mungkin nanti ada brand fashion Gibran's Problem Collection.,0,0,0,0,in,1.70E+18,1.72E+18,josee17th,"https://twitter.com/josee17th/status/1722650792036053069"""
@Gus_Raharjo Pas banget gambar y semua itu sebagai hiburan gratis yang bisa mengocok perut kita. Gibran Cawapres Boneka,0,0,0,0,in,1.71E+18,1.72E+18,jhon_malika,"https://twitter.com/jhon_malika/status/1722650677602857112"""
Katadata pada 27 Oktober 2023  FX Hadi Rudyatmo 60 proyek berapa tahun ? Gibran Rakabuming Raka 32 proyek berapa tahun ?  Cawapres Banyak duit ､ｭ https://t.co/wSX7yrPRVn,0,0,0,1,in,194582998,1.72E+18,PakarINTELek,"https://twitter.com/PakarINTELek/status/1722650517485269194"""
@Melihat_Indo ketika cawapres yang lain ingin demokrasi kali ini penuh dengan keceriaan  gibran cawapres boneka malah bikin kegaduhan,0,0,0,0,in,1.71E+18,1.72E+18,ohhani52,"https://twitter.com/ohhani52/status/1722650497524682794"""
@Gus_Raharjo Gibran Cawapres Boneka kayaknya dia belajar politik dari sinetron-sinetron drama.Buat masalah dulu baru deh cari jalan keluarnya. Makanya jadi unik gitu.,0,0,0,0,in,8.90E+17,1.72E+18,caps_loghs,"https://twitter.com/caps_loghs/status/1722650473080164762"""
Gibran Cawapres Boneka https://t.co/ZO6TNiLFrr,0,0,0,0,in,1.38E+18,1.72E+18,aveevave,"https://twitter.com/aveevave/status/1722650404012601692"""
Cawapres Boneka JK Nilai Gibran Belum Layak Cawapres: Sulit Anak Tak Punya Pengalaman Pimpin RI https://t.co/jpsHupRp5O,0,0,0,0,in,1.70E+18,1.72E+18,bestiku67,"https://twitter.com/bestiku67/status/1722650394852196489"""
@ch_chotimah2 @ganjarpranowo @mohmahfudmd Gibran cawapres boneka wkwkwk,0,0,0,0,in,1.44E+18,1.72E+18,betureee,"https://twitter.com/betureee/status/1722650389974303114"""
Gibran Maju Pilpres Survei Litbang Kompas: 607% Responden Sebut Politik Dinasti Cawapres Boneka  https://t.co/jmKCPML9TT,0,0,0,0,in,1.70E+18,1.72E+18,bestiku67,"https://twitter.com/bestiku67/status/1722649972523647022"""
@Melihat_Indo demokrasi kali ini benar benar kacau gara gara gibran cawapres boneka,0,0,0,0,in,1.71E+18,1.72E+18,NancyNancy66322,"https://twitter.com/NancyNancy66322/status/1722649849500479500"""
ngelakuin itu semua kalau tidak adanya permintaan dari seseorang/sekelompok orang untuk tujuan tertentu. Menyesal gak tuh sekarang sang paman.. Gibran Cawapres Boneka https://t.co/sAGUiwXSS1,0,0,0,0,in,1.60E+18,1.72E+18,cing8000,"https://twitter.com/cing8000/status/1722649848657404228"""
setuju banget pak mari aktif untuk menjaga dan mewujudkan perdamaian bersama Gibran Cawapres boneka,0,0,0,0,in,1.71E+18,1.72E+18,aldila_rahmd,"https://twitter.com/aldila_rahmd/status/1722649831985025274"""
kebohongan pasti kebelakang nya juga akan tidak baik.. kita harus benar2 selektif dalam memilih pemimpin.. jangan seperti Gibran Cawapres Boneka https://t.co/gAkIikvg5t,0,0,0,0,in,1.60E+18,1.72E+18,lol60007,"https://twitter.com/lol60007/status/1722649738439487774"""
@Gus_Raharjo Jurus andalan Gibran Cawapres Boneka hanya titipan KKN,0,0,0,0,in,1.70E+18,1.72E+18,PettyTiana48267,"https://twitter.com/PettyTiana48267/status/1722649725638471780"""
hasil dari pencalonan yang melanggar konstitusi hukum. Demi sebuah ambisi semata harus melakukan segala cara Gibran Cawapres Boneka https://t.co/izzWSdbeWQ,0,0,0,0,in,1.60E+18,1.72E+18,layla30007,"https://twitter.com/layla30007/status/1722649628745646266"""
@Melihat_Indo gibran cawapres boneka demokrasi kacau gara gara kluarga yang haus akan kekuasaan,0,0,0,0,in,1.71E+18,1.72E+18,Ayustinana,"https://twitter.com/Ayustinana/status/1722649616620081488"""
@Gus_Raharjo Dimana-mana juga ya pamer kualitas dong Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,feelinglike125,"https://twitter.com/feelinglike125/status/1722649600358817802"""
@Darkie72006006 @Gus_Raharjo @gibran_tweet Hebat bikin paman nganggur.. awokawokawokkk Gibran cawapres boneka https://t.co/XyNIQqXa9I,0,0,0,0,in,1615103676,1.72E+18,CyrelManusama,"https://twitter.com/CyrelManusama/status/1722649591483707825"""
@lek_brewok Emang gak punya malu kalo punya malu ya mengudurkan diri Gibran Cawapres Boneka,0,0,0,0,in,1.71E+18,1.72E+18,Cahyautama03,"https://twitter.com/Cahyautama03/status/1722649586370801855"""
Pembangkang hingga Calon Boneka Jokowi dan Gibran Rakabuming Jadi Sasaran Serangan Politikus PDIP Cawapres Boneka https://t.co/KNCeCTX1Vo,0,0,0,0,in,1.51E+18,1.72E+18,KaMPungHoki_,"https://twitter.com/KaMPungHoki_/status/1722649554653446598"""
nggak mungkin ngelakuin itu semua kalau tidak adanya permintaan dari seseorang/sekelompok orang untuk tujuan tertentu. Menyesal gak tuh sekarang sang paman.. Gibran Cawapres Boneka https://t.co/z13fxHPtto,0,0,0,0,in,1.60E+18,1.72E+18,byu51000,"https://twitter.com/byu51000/status/1722649523242340772"""
Gibran yang belum memenuhi syarat pun bisa menjadi Cawapres Boneka jika ada paman di Mahkamah Konstitusi yang bersedia mengabaikan konstitusi. https://t.co/4g2ZwQBSHH,0,0,0,0,in,1.60E+18,1.72E+18,lor40002,"https://twitter.com/lor40002/status/1722649421396255161"""
@Gus_Raharjo Gibran Cawapres Boneka tidak sah karena pemaksaan kehendak,0,0,0,0,in,1.70E+18,1.72E+18,choi_keyon71400,"https://twitter.com/choi_keyon71400/status/1722649294065537417"""
@Melihat_Indo Melakukan jalur pintas untuk menguasai negara ini Gibran Cawapres Boneka,0,0,0,0,in,7.72E+17,1.72E+18,duvpet,"https://twitter.com/duvpet/status/1722649314844160049"""
lho..... inilah yg memastikan semua telah di persiapan  Keputusan MK positif untuk Gibran Cawapres Ilegal atau Cawapre Boneka,0,0,0,0,in,3259543040,1.72E+18,Menu_Dasi,"https://twitter.com/Menu_Dasi/status/1722649369776890089"""
seenaknya dan sesuka hatinya. Sudah tidak mendengar kan suara rakyat Gibran Cawapres Boneka https://t.co/EJzbBrNw8V,0,0,0,0,in,1.60E+18,1.72E+18,abe40001,"https://twitter.com/abe40001/status/1722649232442785980"""
@Gus_Raharjo Gambar y kok pas banget yah boneka lahir dari mahkamah keluarga yg melanggar demokrasi Gibran Cawapres Boneka,0,0,0,0,in,1.69E+18,1.72E+18,JMashu14402,"https://twitter.com/JMashu14402/status/1722649198246682779"""
terlahir dari konstitusi Gibran Cawapres Boneka seandainya mau bersabar lima tahun kedepan sudah pasti lebih mapan https://t.co/55xtWCn2ak,0,0,0,0,in,1.60E+18,1.72E+18,mbul90001,"https://twitter.com/mbul90001/status/1722649145511657857"""
@detikcom Hmm cawapres Gibran yg bikin gempar.. Semoga pak ganjar dan pak mahfud menang di pilpres nanti,0,0,0,0,in,1192469130,1.72E+18,bintanglk,"https://twitter.com/bintanglk/status/1722649114650001598"""
@win_ardie Kalo punya rasa malu harusnya mengundurkan diri Gibran Cawapres Boneka,0,0,0,0,in,1.71E+18,1.72E+18,Cahyautama03,"https://twitter.com/Cahyautama03/status/1722648927542141039"""
Cawapres Boneka JK Nilai Gibran Belum Layak Cawapres: Sulit Anak Tak Punya Pengalaman Pimpin RI https://t.co/Y3ZkjGzB5C,0,0,0,0,in,1.70E+18,1.72E+18,Adlan790,"https://twitter.com/Adlan790/status/1722648902611185720"""
@Melihat_Indo Semenjak Gibran Cawapres Boneka konstitusi jadi cacat untuk kepentingan dinasti politik,0,0,0,0,in,8.58E+17,1.72E+18,absurnd,"https://twitter.com/absurnd/status/1722648871522926966"""
merusak citra seorang pemimpin yang seharusnya memperjuangkan demokrasi yang sehat. Gibran Cawapres Boneka https://t.co/xDiYx7YaS8,0,0,0,0,in,1.60E+18,1.72E+18,zaky5666,"https://twitter.com/zaky5666/status/1722648767240065273"""
sudah banyak banget masalah yang diciptakan. Dan yang terakhir malah tentang putusan yang melanggar konstitusi dan kode etik Gibran Cawapres Boneka https://t.co/zMJAL8l4f2,0,0,0,0,in,1.60E+18,1.72E+18,ReniNita12,"https://twitter.com/ReniNita12/status/1722648639271731477"""
@Melihat_Indo Bagaimana bisa Gibran Cawapres Boneka memimpin negeri ini jika di kuasai bapaknya?,0,0,0,0,in,7.66E+17,1.72E+18,loofhah,"https://twitter.com/loofhah/status/1722648584301195597"""
@Melihat_Indo Makin keliatan gimana sifat aslinya yang haus kekuasaan Gibran Cawapres Boneka,0,0,0,0,in,1.60E+18,1.72E+18,feelinglike125,"https://twitter.com/feelinglike125/status/1722648580740325780"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/oeIY6nVWLJ,0,0,1,2,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648447395016926"""
@Melihat_Indo Yang adil dong jangan maunya yang instan  Gibran Cawapres Boneka,0,0,0,0,in,1.53E+18,1.72E+18,dekkhalifah,"https://twitter.com/dekkhalifah/status/1722648437651587459"""
Cawapres Boneka Ahok Sebut Gibran Belum Berpengalaman dan Teruji Partai Garuda: Sudah Cukup Cawapres Boneka  https://t.co/rtWph7rANT,0,0,0,0,in,1.54E+18,1.72E+18,wan_sofian82,"https://twitter.com/wan_sofian82/status/1722648418869563886"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/G1UJ3Ly7Cv,0,0,1,2,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648413588816024"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/kTT4Cizev1,0,0,1,2,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648369947111827"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/AHe1Mj17S7,0,0,1,2,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648307565232201"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/nZEnlm01Uk,0,0,1,2,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648261268525531"""
@Melihat_Indo Indonesia lagi minus demokrasi nih Gibran Cawapres Boneka,0,0,0,0,in,1.43E+18,1.72E+18,akujessicca,"https://twitter.com/akujessicca/status/1722648228527759528"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/NNFu8yWYXC,0,0,1,2,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648215965827582"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/Kf4iX17gcM,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648122172826028"""
@Gus_Raharjo Memang sangat menyedihkan sekali segala caranya memutuskan Demokrasi yang baik demi kepentingan keluarga sendiri. Gibran cawapres Boneka https://t.co/6y9hVMqC6S,0,0,0,0,in,1.70E+18,1.72E+18,csiregar584,"https://twitter.com/csiregar584/status/1722648086202208724"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/jVLMHKM61F,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648079382598093"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/e3Qy9UyAqB,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648043370238321"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/vrqYdWnIdh,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722648003415306521"""
SEMUA PRO-PRABOWO PUJI CAWAPRES ANAK MUDA JADI HARUS DIDUKUNG TAPI SEMUA ANTI-PRABOWO MENOLAK PUNYA ALASAN MASUK AKAL (https://t.co/U8TDMuBTtI) KARENA TERBUKTI DINASTI POLITIK (https://t.co/mDKVSqKWPE). SINGKATNYA PRABOWO-GIBRAN BLUNDER PARAH (https://t.co/iZZOozDJQW).,0,0,0,0,in,1.43E+18,1.72E+18,ProfylHenuk,"https://twitter.com/ProfylHenuk/status/1722647968787075566"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/7OsJU5JObQ,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647929599778949"""
Pasangan Capres-Cawapres Prabowo Subianto dan Gibran Rakabuming jika terpilih menjanjikan makan siang dan susu gratis di sekolah. Dari mana sumber anggarannya? https://t.co/0tERuo7mBg,0,0,0,0,in,135795460,1.72E+18,detikfinance,"https://twitter.com/detikfinance/status/1722647879968231688"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/E9wrsppCYH,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647877078618365"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/zkTgtxGCcX,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647832564576305"""
@Melihat_Indo Malu maluin aja tapi gapunya malu Gibran Cawapres Boneka,0,0,0,0,in,1.64E+18,1.72E+18,kuyangmiberr,"https://twitter.com/kuyangmiberr/status/1722647809894298097"""
@mikitallent @aniesbaswedan @cakimiNOW @mohmahfudmd @Aryprasetyo85 @ch_chotimah2 @MuhiqR Kenapa pada ribet yaa orang2 ini. Udah jelas gibran jadi cawapres,0,0,0,0,in,361111538,1.72E+18,FachriFs,"https://twitter.com/FachriFs/status/1722647782211928084"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/dydcsiInUc,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647778369901034"""
@Gus_Raharjo Gibran Cawapres Boneka   Alasannya karena dari Bapaknya lah. Yang sudah menyetingnya agara bisa menjadi pemimpin tapi dengan cara yang salah,0,0,0,0,in,1.47E+18,1.72E+18,culltur,"https://twitter.com/culltur/status/1722647748883923370"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/3xxoJHdXc7,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647730869440866"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/Db7tEM2I4b,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647687986901343"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/ttlhFK0uzh,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647635662938618"""
@Gus_Raharjo gibran cawapres boneka jangan sampai menang duhh amit amit indonesia jatuh ketangan yg baik aja gusti,0,0,0,0,in,1.71E+18,1.72E+18,Ayustinana,"https://twitter.com/Ayustinana/status/1722647600795709633"""
#AniesMuhaimin2024 VIP 6jt Gibran Cawapres Ilegal Tidur #KamiMuak Kebangun Bella Mahal Rashford Maguire Anwar Usman Yunus Rashford The Godfather AMI Awards MKMK Copenhagen Wasit #MUFC Ketua MK Madrid Galatasaray UEFA Emyu KISS OF LIFE PURPLE LAND ON MAMA AESPA DRAMA MV TEASER MU https://t.co/TtfUofwoYH,0,0,1,1,in,188227185,1.72E+18,SultanMuharikIQ,"https://twitter.com/SultanMuharikIQ/status/1722647571699818656"""
@harris_new2 @KiCebongMachine @xquitavee @gibran_tweet Pembatasan usia capres cawapres itu diskriminasi... Demokrasi itu kalau loe gak suka gak usah loe pilih.,0,0,0,0,in,2783717701,1.72E+18,samarchitect86,"https://twitter.com/samarchitect86/status/1722647570739290559"""
